Number,Priority,Requested for,Configuration item,Short description,State,Assignment group,Assigned to,Child Incidents,Updated,Updated by,Category,Resolution notes,Detailed description,Work notes,Closed by,Created by,Opened by,Reassignment count,Resolved by,Created,Resolved,Resolve time,Days Open
INC1496340,4 - Low,CSDT CSDT,AssessmentNeededMembersFromFacetsEDW,**RUNNING LONG** AssessmentNeededMembersFromFacetsEDW | Job ID 19958768 | in Tidal PRD,Closed,ITCS - Care Management,Dudekula Ahmad,0,07-15-2025 05:23:28 PM,ldao,Incident,,"AssessmentNeededMembersFromFacetsEDW has an average run time of 42 minutes but has now been active for 46 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","07/02/2025 08:08:54 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 46

07/02/2025 07:16:41 AM - Kenny Roaden (Work notes)
Work notes from INCTASK0279707:

job 19958768 restarted

07/02/2025 06:09:01 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 544

07/02/2025 05:08:32 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 484

07/02/2025 04:10:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 423

07/02/2025 03:10:06 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 363

07/02/2025 02:08:06 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/02/2025 02:08:06 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 303

07/02/2025 01:07:56 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/02/2025 01:07:56 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 243

07/02/2025 12:09:16 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/02/2025 12:09:16 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 183

07/01/2025 11:10:47 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 123

07/01/2025 11:10:47 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/01/2025 10:09:14 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 63

07/01/2025 10:09:14 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,07-01-2025 10:09:14 PM,07-02-2025 08:41:18 AM,37924,14
INC1482252,4 - Low,CSDT CSDT,AssessmentNeededMembersFromFacetsEDW,**RUNNING LONG** AssessmentNeededMembersFromFacetsEDW | Job ID 19849625 | in Tidal PRD,Closed,ITCS - Care Management,Dudekula Ahmad,0,06-19-2025 07:05:01 PM,ldao,Incident,,"AssessmentNeededMembersFromFacetsEDW has an average run time of 47 minutes but has now been active for 483 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","06/09/2025 05:35:57 AM - Tony Reynolds (Work notes)
Work notes from INCTASK0275435:

reran

06/09/2025 05:10:52 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 483

06/09/2025 04:09:21 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 423

06/09/2025 03:08:52 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 363

06/09/2025 02:08:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 302

06/09/2025 01:10:26 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/09/2025 01:10:26 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 242

06/09/2025 12:10:11 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 182

06/09/2025 12:10:11 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/08/2025 11:10:12 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 122

06/08/2025 11:10:12 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/08/2025 10:11:41 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/08/2025 10:11:41 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 62

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,06-08-2025 10:11:41 PM,06-09-2025 08:32:43 AM,37262,11
INC1517962,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20187161 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,08-22-2025 09:03:46 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/11/2025 09:01:09 AM - Shivani Fulara (Work notes)
Claim line missing from user's end

08/09/2025 11:31:36 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/09/2025 11:31:36 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,08-09-2025 11:31:36 AM,08-11-2025 09:01:09 AM,163773,13
INC1497202,4 - Low,CSDT CSDT,MP_ER_VISITS,PRD Tidal Job MP_ER_VISITS | 19960329 | Completed Abnormally,Closed,ITCS - Clinical Automation,Shristi Malla,15,11-12-2025 10:00:29 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/14/2025 11:24:35 AM - Gaurav Singh (Work notes)
@Shristi Malla

Discussed with Anand, I am assigning the ticket to Clin Auto team as the issue is with the deployment of CHG0141007 with user story 321579.

07/11/2025 06:57:58 AM - Kyle Burns (Work notes)
Incident INC1497202 set to Work in Progress based on closure of change CHG0147447.  Please review the associated change and update or resolve the incident accordingly.

07/02/2025 08:44:44 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/02/2025 08:44:44 PM - CSDT CSDT (Work notes)
Parent:\CareModel\MEMBER_PROFILE\MEMBER_PROFILE_SSIS | Agent: DAYPRDAPP07

",,CSDT,CSDT CSDT,1,Shristi Malla,07-02-2025 08:44:44 PM,10-30-2025 10:51:33 AM,10332409,133
INC1567889,4 - Low,CSDT CSDT,FicoMonitoring,PRD Tidal Job FicoMonitoring | 20585232 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Bhuvaneshwaran Saravanan,0,11-20-2025 04:00:35 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/10/2025 02:06:11 AM - Bhuvaneshwaran Saravanan (Work notes)
The load is higher causing the Tidal job to fail due to a timeout. A manual task has been completed for monitoring. Therefore, I am closing the ticket

11/07/2025 02:40:10 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/07/2025 02:40:10 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,11-07-2025 02:40:10 AM,11-10-2025 02:06:11 AM,257161,13
INC1485944,4 - Low,CSDT CSDT,NotesToGuidingCareLinkID,PRD Tidal Job NotesToGuidingCareLinkID | 19882714 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Harikrishna Chalamala,0,06-26-2025 06:52:03 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/15/2025 10:30:47 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/15/2025 10:30:47 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,1,Harikrishna Chalamala,06-15-2025 10:30:47 PM,06-16-2025 04:07:52 AM,20225,11
INC1551229,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20453659 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Jagan Mohan,0,10-27-2025 11:00:28 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/10/2025 07:13:14 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

10/10/2025 07:13:14 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Jagan Mohan,10-10-2025 07:13:14 AM,10-10-2025 11:31:22 AM,15488,17
INC1584805,4 - Low,CSDT CSDT,RedropUnprocessedPursuantFiles,PRD Tidal Job RedropUnprocessedPursuantFiles | 20744422 | Completed Abnormally,Resolved,MgdSvc-ITCS - Care Management,Divya Suma Pentamraju,0,12-12-2025 09:23:08 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/08/2025 07:02:27 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/08/2025 07:02:27 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,12-08-2025 07:02:27 AM,12-09-2025 04:32:27 PM,120600,14
INC1492690,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 19971887 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Dudekula Ahmad,0,07-10-2025 05:01:02 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/27/2025 02:46:06 AM - Benjamin White (Work notes)
Work notes from INCTASK0278255:

Job is now active in Tidal PRD

06/26/2025 12:09:08 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/26/2025 12:09:08 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-26-2025 12:09:08 PM,06-27-2025 06:24:28 AM,65720,14
INC1490149,4 - Low,CSDT CSDT,CreateVendorInboundGCComplaint,PRD Tidal Job CreateVendorInboundGCComplaint | 19916768 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,07-03-2025 07:07:15 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/23/2025 08:59:41 AM - Shivani Fulara (Work notes)
Job completed normally

06/22/2025 11:41:17 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/22/2025 11:41:17 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,06-22-2025 11:41:17 PM,06-23-2025 08:59:41 AM,33504,11
INC1487732,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 19897377 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Harikrishna Chalamala,0,07-01-2025 10:05:36 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/18/2025 10:01:06 AM - Harikrishna Chalamala (Work notes)
server performance issue

06/18/2025 07:11:05 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/18/2025 07:11:05 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,1,Harikrishna Chalamala,06-18-2025 07:11:05 AM,06-18-2025 10:01:06 AM,10201,13
INC1586083,4 - Low,CSDT CSDT,CDPFaxMonitoringAlert,PRD Tidal Job CDPFaxMonitoringAlert | 20745718 | Completed Abnormally,Resolved,MgdSvc-ITCS - Care Management,Srinivasa Ranga,0,12-12-2025 09:20:12 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/09/2025 02:00:11 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/09/2025 02:00:11 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,1,Srinivasa Ranga,12-09-2025 02:00:11 PM,12-09-2025 04:13:32 PM,8001,13
INC1530303,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20301143 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-16-2025 04:00:25 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/04/2025 02:03:45 AM - Shivani Fulara (Work notes)
0902THCNF=> it got acknowledged later due to missing claim lines
0903WLSQF=> it got acknowledged later due to missing claim lines
0902TL70G=> it got acknowledged later due to missing claim lines
0902TN7F8=> it got acknowledged later due to missing claim lines

09/02/2025 08:31:38 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/02/2025 08:31:38 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Shivani Fulara,09-02-2025 08:31:38 PM,09-04-2025 02:03:45 AM,106327,14
INC1514337,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20126674 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Dudekula Ahmad,0,10-14-2025 11:52:44 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/04/2025 07:13:07 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/04/2025 07:13:07 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-04-2025 07:13:07 AM,08-05-2025 09:26:21 AM,94394,14
INC1548986,4 - Low,CSDT CSDT,ImportMemberListFromFacets,PRD Tidal Job ImportMemberListFromFacets | 20432684 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Gaurav Singh,0,10-22-2025 04:00:30 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/07/2025 06:22:03 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/07/2025 06:22:03 AM - CSDT CSDT (Work notes)
Parent:\CDA\MemberWatch | Agent: DAYPRDAPP07

",,CSDT,CSDT CSDT,0,Gaurav Singh,10-07-2025 06:22:03 AM,10-10-2025 02:15:03 AM,244380,15
INC1493173,4 - Low,CSDT CSDT,CareTeamPCPToGuidingCareResponses,PRD Tidal Job CareTeamPCPToGuidingCareResponses | 19941587 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prakash Singh,0,07-11-2025 05:46:05 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/27/2025 07:11:06 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/27/2025 07:11:06 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Prakash Singh,06-27-2025 07:11:06 AM,06-30-2025 04:55:31 AM,251065,14
INC1568610,4 - Low,CSDT CSDT,ACO_CS24SurveysExport,PRD Tidal Job ACO_CS24SurveysExport | 20591192 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Jagan Mohan,0,11-20-2025 04:00:35 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/08/2025 04:00:25 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/08/2025 04:00:25 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Jagan Mohan,11-08-2025 04:00:25 AM,11-10-2025 01:54:38 AM,165253,12
INC1525655,4 - Low,CSDT CSDT,AssessmentNeededMembersFromFacetsEDW,**RUNNING LONG** AssessmentNeededMembersFromFacetsEDW | Job ID 20222987 | in Tidal PRD,Closed,MgdSvc-ITCS - Care Management,Gaurav Singh,0,09-10-2025 04:48:18 PM,ldao,Incident,,"AssessmentNeededMembersFromFacetsEDW has an average run time of 112 minutes but has now been active for 378 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","08/25/2025 02:26:27 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 378

08/25/2025 02:26:27 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/25/2025 01:26:19 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/25/2025 01:26:19 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 318

08/25/2025 12:25:46 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 257

08/25/2025 12:25:46 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/24/2025 11:25:53 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 197

08/24/2025 11:25:53 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/24/2025 10:23:51 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/24/2025 10:23:51 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 137

",System Administrator,CSDT CSDT,CSDT CSDT,0,Gaurav Singh,08-24-2025 10:23:51 PM,08-28-2025 07:02:14 AM,290303,17
INC1527159,4 - Low,CSDT CSDT,ACO_CS24SurveysExport,PRD Tidal Job ACO_CS24SurveysExport | 20232512 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Jagan Mohan,0,09-10-2025 04:49:35 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/27/2025 04:00:18 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/27/2025 04:00:18 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Jagan Mohan,08-27-2025 04:00:18 AM,08-28-2025 06:08:05 AM,94067,14
INC1560797,4 - Low,CSDT CSDT,IdentifyManifestFiles,PRD Tidal Job IdentifyManifestFiles | 20534808 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Divya Suma Pentamraju,0,11-11-2025 03:00:29 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/27/2025 03:17:37 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/27/2025 03:17:37 PM - CSDT CSDT (Work notes)
Parent:\CDA\AlmaTranslations | Agent: DAYPRDAPP07

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,10-27-2025 03:17:37 PM,10-29-2025 03:03:48 PM,171971,15
INC1542186,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20409206 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Sairam Govindarajulu,0,10-07-2025 02:00:23 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/24/2025 02:07:27 PM - Aaron Gwinn (Work notes)
Work notes from INCTASK0289632:

Rerun started.

09/24/2025 09:17:00 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/24/2025 09:17:00 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Sairam Govindarajulu,09-24-2025 09:17:00 AM,09-24-2025 02:54:30 PM,20250,13
INC1536614,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20323317 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prakash Singh,0,10-14-2025 11:45:38 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/15/2025 02:02:16 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/15/2025 02:02:16 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",Tara Brigner,CSDT,CSDT CSDT,0,Prakash Singh,09-15-2025 02:02:16 AM,09-15-2025 05:01:36 AM,10760,10
INC1592793,4 - Low,CSDT CSDT,LetterDispositionVerification,PRD Tidal Job LetterDispositionVerification | 20806749 | Completed Abnormally,Resolved,MgdSvc-ITCS - Clinical Automation,Prasanthkumar Vaddi,0,12-22-2025 04:11:23 AM,cs215243,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/19/2025 06:30:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/19/2025 06:30:23 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Prasanthkumar Vaddi,12-19-2025 06:30:24 AM,12-22-2025 04:11:23 AM,250860,3
INC1545000,4 - Low,CSDT CSDT,CDPFaxMonitoringAlert,PRD Tidal Job CDPFaxMonitoringAlert | 20403610 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Bhuvaneshwaran Saravanan,0,10-13-2025 10:00:24 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/29/2025 04:40:12 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/29/2025 04:40:12 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,09-29-2025 04:40:12 PM,09-30-2025 10:44:12 AM,65040,14
INC1551803,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20458070 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Jagan Mohan,0,10-27-2025 11:00:28 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/11/2025 07:11:53 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

10/11/2025 07:11:53 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Jagan Mohan,10-11-2025 07:11:53 AM,10-13-2025 03:47:47 AM,160554,16
INC1494148,4 - Low,CSDT CSDT,03_MTM_CreateActivities,PRD Tidal Job 03_MTM_CreateActivities | 19945963 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-11-2025 06:09:30 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/29/2025 12:00:51 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/29/2025 12:00:51 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-29-2025 12:00:51 AM,06-30-2025 08:22:14 AM,116483,12
INC1564095,4 - Low,CSDT CSDT,IdentifyManifestFiles,PRD Tidal Job IdentifyManifestFiles | 20561887 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Gaurav Singh,0,11-13-2025 05:00:24 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/02/2025 03:22:09 AM - CSDT CSDT (Work notes)
Parent:\CDA\AlmaTranslations | Agent: DAYPRDAPP07

11/02/2025 03:22:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Gaurav Singh,11-02-2025 03:22:09 AM,11-03-2025 08:51:06 AM,106137,11
INC1518979,4 - Low,CSDT CSDT,ExportMIMMPCCDA,**RUNNING LONG** ExportMIMMPCCDA | Job ID 20160040 | in Tidal PRD,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,08-25-2025 04:59:35 PM,ldao,Incident,,"ExportMIMMPCCDA has an average run time of 130 minutes but has now been active for 155 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","08/12/2025 06:08:37 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 155

08/12/2025 06:08:37 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-12-2025 06:08:37 AM,08-13-2025 05:32:09 AM,84212,13
INC1554955,4 - Low,CSDT CSDT,GCDocumentODMTOCCarePlan,PRD Tidal Job GCDocumentODMTOCCarePlan | 20484675 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Bhuvaneshwaran Saravanan,0,11-04-2025 11:00:26 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/22/2025 11:45:45 AM - Bhuvaneshwaran Saravanan (Work notes)
The existing tidal job GCDocumentODMTOCCarePlan has been replaced by the new tidal job ProcessDocumentsForNonManifest. As a result, the older tidal files have been removed. I connected with the CM Team, and they suggested removing the schedule for the existing tidal job, which has now been done as part of Change Request CHG0150506.

10/16/2025 10:00:07 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

10/16/2025 10:00:07 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,10-16-2025 10:00:07 PM,10-22-2025 11:45:45 AM,481538,19
INC1495321,4 - Low,CSDT CSDT,CareModel_FACETSToEDI_Load,**RUNNING LONG** CareModel_FACETSToEDI_Load | Job ID 19955128 | in Tidal PRD,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,07-14-2025 05:27:44 PM,ldao,Incident,,"CareModel_FACETSToEDI_Load has an average run time of 48 minutes but has now been active for 71 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","06/30/2025 11:04:54 PM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 71

06/30/2025 11:04:54 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-30-2025 11:04:54 PM,07-01-2025 06:16:51 AM,25917,14
INC1539391,4 - Low,CSDT CSDT,GCActivityFosterQueue,PRD Tidal Job GCActivityFosterQueue | 20342931 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prasanthkumar Vaddi,0,10-02-2025 04:00:37 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/19/2025 03:30:52 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/19/2025 03:30:52 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Prasanthkumar Vaddi,09-19-2025 03:30:52 AM,09-21-2025 11:57:50 PM,246418,13
